Timestamp,Source,Speed_Arduino_Original,Speed_Arduino_Calibrated,Speed_Arduino_Filtered,Speed_ANT,Steering,Cadence,Power,ElapsedTime,DistanceTraveled,HeartRate,Grade,Calibration_Coefficient
1728398225.046459,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.0671425,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.086656,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.1071725,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.12615,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.15116,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.1664503,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.1871345,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.2076304,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.2271588,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.247146,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.2673366,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.2872896,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.3131988,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.3272672,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.3472018,Arduino,0.0,0.0,0.0,,-23.0,,,,,,5,1.0
1728398225.367202,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.3864038,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.4119356,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.4264157,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.4472253,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.466223,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.4882464,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.5078897,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.5272627,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.548081,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.5667799,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.5892067,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.607737,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.627331,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.647192,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.6792438,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.7042868,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.7082863,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.7266061,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.7477171,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.7745168,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.7871513,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.824318,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.8273182,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.8462195,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.8721814,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.8874109,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.9196455,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.9271603,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.9582515,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.9674492,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398225.9867804,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.0144992,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.027156,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.0471635,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.0671718,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.087344,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.11195,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.1276126,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.1471725,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.208313,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.208313,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.208313,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.2301052,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.2471273,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.2777007,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.287232,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.3247368,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.3297367,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.3481896,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.3712194,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.3872309,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.4072282,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.4275594,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.4472444,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.4696655,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.4866729,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.5071719,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.528255,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.5476758,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.569738,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.587676,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.6376555,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.6376555,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.6841285,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.7332022,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.734202,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.734202,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.734202,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.7561212,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.7681677,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.8034666,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.8084667,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.8282654,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.8528526,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.8683727,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.8991394,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.908647,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.9451199,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.9481199,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.9673193,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398226.9937358,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.0077431,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.0277202,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.0481267,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.0682352,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.159184,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.159184,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.159184,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.1611838,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.1816533,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.187721,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.208173,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.2281425,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.2481632,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.2751858,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.2881181,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.321184,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.3281963,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.3481114,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.369706,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.3881195,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.4079978,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.4281933,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.448143,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.468975,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.4881768,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.5393994,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.5393994,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.5837095,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.6332207,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.6332207,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.6332207,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.6332207,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.6546526,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.668549,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.702149,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.70815,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.7360063,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.7496378,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.768173,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.7964895,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.8092055,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.8454592,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.8484592,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.8681602,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.893213,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.9087481,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.9287286,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.9486125,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398227.9691446,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.0096343,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.0354066,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.0354066,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.056568,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.0685449,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.1033413,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.1093416,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.1283922,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.1494102,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.1689558,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.1951256,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.2086332,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.2291698,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.2481802,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.2700148,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.2894602,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.309134,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.4082162,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.4127226,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.4127226,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.4127226,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.4127226,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.433131,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.4491973,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.4792442,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.4889178,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.5241344,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.529134,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.5482745,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.5715444,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398228.5886743,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.608641,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398228.6292057,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398228.6491077,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398228.689418,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.7141545,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.716154,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.7359564,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398228.7491736,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.7811491,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398228.7891614,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.8096082,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398228.8291426,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.8486052,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398228.873155,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.8885825,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398228.9088013,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.9351084,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398228.9491067,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398228.9821985,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.989199,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398229.0091026,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.0294566,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398229.0486987,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398228.59,ANT,,,,0.0,,0.0,0.0,11.0,0,0.0,-1.324462890625,1.0
1728398229.0771704,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.324462890625,1.0
1728398229.0896683,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.1095567,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.324462890625,1.0
1728398229.131146,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.324462890625,1.0
1728398229.1489687,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.1727214,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.324462890625,1.0
1728398229.188717,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.209116,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.324462890625,1.0
1728398229.2291481,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.324462890625,1.0
1728398229.2491064,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.2913074,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.324462890625,1.0
1728398229.2913074,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.336193,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.324462890625,1.0
1728398229.338193,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.3492057,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.324462890625,1.0
1728398229.384167,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.3901668,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.4093003,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.4572115,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.324462890625,1.0
1728398229.4831717,Arduino,0.0,0.0,0.0,,-23.0,,,,,,-1.324462890625,1.0
1728398229.4831717,Arduino,0.6,0.6,0.14343433416641294,,-23.0,,,,,,-1.324462890625,1.0
1728398229.5016675,Arduino,0.0,0.0,0.10914532047014258,,-23.0,,,,,,-1.324462890625,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.324462890625,1.0
1728398229.5111926,Arduino,0.0,0.0,0.08305334318845148,,-23.0,,,,,,-1.324462890625,1.0
1728398229.5301569,Arduino,0.0,0.0,0.0631988415542346,,-23.0,,,,,,-1.324462890625,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.324462890625,1.0
1728398229.551154,Arduino,0.0,0.0,0.04809070195686748,,-23.0,,,,,,-1.324462890625,1.0
1728398229.5713158,Arduino,0.0,0.0,0.03659427226556965,,-23.0,,,,,,-1.324462890625,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.325225830078125,1.0
1728398229.593376,Arduino,0.6,0.6,0.17128048130412188,,-23.0,,,,,,-1.325225830078125,1.0
1728398229.6171827,Arduino,0.0,0.0,0.1303346449848561,,-23.0,,,,,,-1.325225830078125,1.0
1728398229.05,ANT,,,,0.0,,0.0,0.0,46.0,0,0.0,-1.325225830078125,1.0
1728398229.639634,Arduino,0.0,0.0,0.0991772066144917,,-23.0,,,,,,-1.325225830078125,1.0
